Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes,Observation_Year,Observation_Month,Observation_Day
806,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.07,65.5,Subadult,Female,2019-04-22,Australia,Billabongs,Least Concern,Ryan May,Section scene financial here expert.,2019,4,22
807,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.45,201.3,Adult,Female,2010-10-28,Colombia,Estuaries,Vulnerable,Karl Gutierrez,Evening current without else keep begin great.,2010,10,28
808,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.16,389.4,Adult,Female,2018-01-03,Colombia,Large Rivers,Critically Endangered,Raymond Mills,Reach color wear one choose notice year its position radio eye garden why necessary sea especially message decision design.,2018,1,3
809,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.69,135.6,Adult,Female,2017-02-14,India,Rivers,Vulnerable,Thomas Holmes,Cost cause only head help open almost red picture thank account instead friend possible beyond.,2017,2,14
810,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.79,115.1,Subadult,Unknown,2014-07-26,Belize,Swamps,Least Concern,Elizabeth Owens,Sell keep pattern order.,2014,7,26
811,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.38,28.4,Hatchling,Male,2025-06-15,Papua New Guinea,Lakes,Least Concern,Monica Wells,Education health full question feel wife theory shake.,2025,6,15
812,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.86,49.2,Juvenile,Unknown,2008-05-14,Indonesia (Papua),Rivers,Least Concern,Katie Fisher,West husband agreement mention two though.,2008,5,14
813,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.18,349.6,Adult,Unknown,2021-06-11,Mexico,Coastal Lagoons,Vulnerable,Terri Gonzalez,Sell candidate four whether wife finally she soon learn close a challenge third feeling ball door data.,2021,6,11
814,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.34,20.1,Subadult,Male,2015-03-24,Liberia,Forest Swamps,Vulnerable,David Cohen,Above city beyond near hour defense line heavy less.,2015,3,24
815,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.07,183.9,Adult,Unknown,2015-11-11,Ghana,Shaded Forest Rivers,Critically Endangered,Thomas Hughes,Several card significant today star room interesting hour author major science only develop.,2015,11,11
816,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.98,152.6,Adult,Unknown,2010-11-03,Malaysia (Borneo),Estuarine Systems,Data Deficient,Patricia Wood,May ability out huge back discover matter analysis few behavior himself.,2010,11,3
817,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.81,61.7,Adult,Male,2008-09-28,Mexico,Rivers,Least Concern,Chris Collins,Alone when instead clear radio strong let bar rather big television sound.,2008,9,28
818,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.14,4.4,Hatchling,Unknown,2024-06-11,Central African Republic,Slow Streams,Data Deficient,Francis Andrews,Rather activity president prove institution approach interesting score break southern traditional.,2024,6,11
819,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.12,79.5,Adult,Unknown,2006-01-06,Cuba,Swamps,Critically Endangered,Priscilla Joseph,Will born condition interest service that bag according way remain election method pass the itself let.,2006,1,6
820,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.23,185.8,Adult,Unknown,2022-03-07,Indonesia (Borneo),Rivers,Data Deficient,Sean Stevens,Threat rather education.,2022,3,7
821,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.97,117.6,Subadult,Female,2012-08-26,Papua New Guinea,Rivers,Least Concern,Edward Fuentes,Environment fall indicate land fear along born rule most how compare movement.,2012,8,26
822,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.45,84.4,Adult,Female,2007-03-26,Indonesia (Papua),Swamps,Least Concern,Charles Snyder,Generation leader pay try tough usually star.,2007,3,26
823,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.56,87.0,Subadult,Male,2019-12-13,Belize,Swamps,Least Concern,Amanda Nguyen,Chair with point think.,2019,12,13
824,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.33,73.5,Adult,Unknown,2022-12-03,Philippines,Freshwater Marshes,Critically Endangered,William Miller,Institution against wear either present third student item bring court end field.,2022,12,3
825,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.14,515.7,Adult,Unknown,2020-11-04,Sudan,Rivers,Least Concern,Sarah Sanchez,Hear list set join section sing everybody provide.,2020,11,4
826,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.48,220.9,Adult,Male,2021-09-11,Indonesia (Borneo),Rivers,Data Deficient,Susan Gregory,Above debate site price ever leg so play best different.,2021,9,11
827,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.57,353.0,Adult,Female,2025-01-05,Venezuela,Flooded Savannas,Critically Endangered,Connie Carr,Step onto play forget home upon actually future get.,2025,1,5
828,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.14,11.1,Adult,Male,2010-07-08,Sierra Leone,Small Streams,Vulnerable,Joel Newton,Mother color hope idea produce number bad.,2010,7,8
829,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.48,42.6,Juvenile,Unknown,2021-10-23,Philippines,Freshwater Marshes,Critically Endangered,Dr. Bradley Adkins,Hard factor firm purpose ahead person coach goal it yet age wind news make doctor.,2021,10,23
830,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.51,84.7,Juvenile,Male,2024-09-09,Costa Rica,Estuaries,Vulnerable,Bonnie Lawson,Best design yeah number condition city since.,2024,9,9
831,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.87,73.6,Juvenile,Female,2014-05-31,Gabon,Swamps,Endangered,Jennifer Ortiz,Industry out floor guy black those whether.,2014,5,31
832,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.65,118.4,Adult,Female,2023-11-05,Malaysia (Borneo),Estuarine Systems,Data Deficient,Emily Nichols,Different identify series experience under church them hundred about.,2023,11,5
833,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.38,310.1,Adult,Female,2020-02-21,Tanzania,Reservoirs,Least Concern,Pamela Douglas,Himself president wind improve player peace catch people.,2020,2,21
834,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.22,187.6,Adult,Male,2011-12-03,Côte d'Ivoire,Swamps,Critically Endangered,Ms. Monique Dougherty MD,Coach personal range weight age over smile hope.,2011,12,3
835,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.02,162.7,Juvenile,Male,2022-12-31,Colombia,Large Rivers,Critically Endangered,Cheryl Gentry,Hard themselves compare view TV follow fall thus debate leave each owner.,2022,12,31
836,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.95,33.9,Juvenile,Unknown,2010-02-22,Papua New Guinea,Freshwater Wetlands,Least Concern,Rebecca Kaufman DDS,Sound study the training each reveal attorney security.,2010,2,22
837,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.35,84.2,Adult,Female,2005-12-13,Papua New Guinea,Swamps,Least Concern,Jennifer Meyer,Television audience indicate employee respond building since positive move agency lose rise.,2005,12,13
838,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.22,482.8,Adult,Unknown,2013-12-27,Uganda,Marshes,Least Concern,James Short,Guy respond memory power.,2013,12,27
839,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.71,124.6,Adult,Unknown,2025-08-12,Cuba,Coastal Lagoons,Vulnerable,Caleb Thomas,Serious often social reveal hand prevent center during lot enough form.,2025,8,12
840,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.86,47.5,Subadult,Unknown,2017-12-04,Philippines,Rivers,Critically Endangered,Judy Fletcher,Serious garden ready former late election every along cause.,2017,12,4
841,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.38,100.9,Adult,Male,2013-07-30,Indonesia (Borneo),Estuarine Systems,Data Deficient,Allison Beard,Guy fact war citizen plant little key far season reason chair factor his PM agreement.,2013,7,30
842,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.24,133.7,Adult,Female,2013-04-18,Papua New Guinea,Freshwater Wetlands,Least Concern,Eric Silva,Hair meet thank might local tonight win popular onto.,2013,4,18
843,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.88,115.5,Adult,Unknown,2010-08-10,Papua New Guinea,Lakes,Least Concern,Kelly Gray,Possible that lot low here protect ask different deal change part rock build culture.,2010,8,10
844,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.52,123.3,Adult,Male,2012-03-18,Congo Basin Countries,Swamps,Endangered,Mr. Mark Smith DDS,Together scientist hair allow phone weight medical.,2012,3,18
845,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.52,108.4,Adult,Female,2015-05-08,Vietnam,Oxbow Lakes,Critically Endangered,Tyrone Bradford,Their wife argue note easy eight school ready practice each ready lay American participant necessary before couple.,2015,5,8
846,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.46,112.5,Juvenile,Female,2016-02-09,Cuba,Brackish Rivers,Vulnerable,Amy Leach,Few debate during seven local better think anything so authority.,2016,2,9
847,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.55,29.5,Adult,Female,2016-09-20,Central African Republic,Slow Streams,Data Deficient,Jeremy Alvarez,My Democrat maintain notice ok.,2016,9,20
848,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.16,76.4,Adult,Female,2015-05-20,Cuba,Swamps,Critically Endangered,Ashley Tanner,Open play sense yeah edge imagine.,2015,5,20
849,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.95,216.9,Juvenile,Male,2009-06-21,Venezuela,Flooded Savannas,Critically Endangered,Mark Murphy,Method week federal test eat every night final key with watch maintain five.,2009,6,21
850,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.52,50.9,Juvenile,Female,2011-05-18,Belize,Lagoons,Least Concern,Julie Martin,Set pull behind television garden reach.,2011,5,18
851,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.94,35.8,Juvenile,Female,2008-12-31,Papua New Guinea,Freshwater Wetlands,Least Concern,Cheryl Rodriguez,Degree maybe floor most bill feel participant.,2008,12,31
852,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.35,19.8,Subadult,Unknown,2025-05-24,Côte d'Ivoire,Forest Swamps,Vulnerable,Brittney Moore,Skill system particular church what wonder president small.,2025,5,24
853,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.02,283.5,Juvenile,Male,2008-01-28,Nigeria,Reservoirs,Least Concern,Debra Cantu,Various strong he fill risk stop firm final none several accept vote area impact.,2008,1,28
854,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.22,83.9,Subadult,Unknown,2012-02-10,Congo Basin Countries,Forest Rivers,Endangered,Brenda Bryant,Affect region decade respond far health focus so.,2012,2,10
855,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.98,445.1,Adult,Unknown,2025-03-07,Colombia,Flooded Savannas,Critically Endangered,Justin Gonzalez,Pay key ever avoid civil reveal.,2025,3,7
856,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.48,604.8,Adult,Male,2013-07-31,Tanzania,Lakes,Least Concern,Leslie Crane,Sit hope where.,2013,7,31
857,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.69,51.5,Subadult,Unknown,2011-02-15,Philippines,Ponds,Critically Endangered,Danielle Benitez,Heart big policy everybody hard type book care seek foot simple including charge.,2011,2,15
858,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.25,79.1,Adult,Male,2024-05-12,Congo Basin Countries,Swamps,Endangered,Edwin Gonzalez,Just foreign national produce news stage ready cell show.,2024,5,12
859,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.35,105.8,Subadult,Unknown,2021-07-06,Cameroon,Forest Rivers,Endangered,Melissa Stevenson,Toward knowledge this contain life leave four.,2021,7,6
860,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.16,155.2,Adult,Unknown,2018-10-09,Indonesia (Borneo),Estuarine Systems,Data Deficient,Michele Scott,Cell politics interview south something story.,2018,10,9
861,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.81,636.5,Adult,Male,2008-11-14,Colombia,Large Rivers,Critically Endangered,William Brooks,Join allow mean sometimes so man offer plant same north wind sister mother.,2008,11,14
862,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.94,51.7,Subadult,Female,2017-09-29,Philippines,Ponds,Critically Endangered,Sarah Miller,Particular year sell short issue everybody later thing school practice authority possible fund month realize.,2017,9,29
863,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.8,157.6,Adult,Male,2022-09-10,Mexico,Estuaries,Vulnerable,Jessica Smith,Family perhaps hope across follow character talk once should mother president customer start understand.,2022,9,10
864,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.48,122.3,Adult,Male,2021-10-06,Nigeria,Shaded Forest Rivers,Critically Endangered,Michelle Ray,Significant deal consider ago own suddenly single music.,2021,10,6
865,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.2,751.3,Adult,Female,2024-10-26,India,Mangroves,Least Concern,Erin Stewart,Probably cut clear yard do turn sign agree.,2024,10,26
866,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.86,145.6,Adult,Female,2023-08-10,Thailand,Slow Rivers,Critically Endangered,Terry Martinez,Agent test take decade any just cup side opportunity by wide medical.,2023,8,10
867,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.48,108.1,Adult,Male,2012-09-04,Cuba,Freshwater Wetlands,Critically Endangered,Kelli Martin,Build major painting see first course world son growth effort born lead.,2012,9,4
868,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.68,40.4,Adult,Female,2017-08-24,Philippines,Ponds,Critically Endangered,Robert Ross,Great watch student its.,2017,8,24
869,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.98,58.9,Juvenile,Female,2017-04-07,Papua New Guinea,Lakes,Least Concern,Elizabeth Key,Practice special then administration who role today animal suggest.,2017,4,7
870,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.62,120.6,Adult,Unknown,2012-07-30,Côte d'Ivoire,Swamps,Critically Endangered,Adam Stone,Reason several article sort term produce he.,2012,7,30
871,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,918.4,Adult,Female,2018-04-21,Australia,Mangroves,Least Concern,Christopher Thompson,Whole score special consider these body class marriage fill personal training enter fly situation former threat alone.,2018,4,21
872,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.9,427.3,Subadult,Female,2013-11-18,Venezuela,Flooded Savannas,Critically Endangered,Susan Williams,Several reveal college beyond give development.,2013,11,18
873,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.69,102.7,Subadult,Unknown,2023-12-20,Cuba,Freshwater Wetlands,Critically Endangered,Austin Novak,Work task Mr care owner PM find light total campaign prevent half party respond local.,2023,12,20
874,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.26,307.4,Adult,Female,2020-11-03,Venezuela,Large Rivers,Critically Endangered,Sarah Gonzalez,Method south central process sea response executive past economic economy.,2020,11,3
875,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.56,97.8,Adult,Female,2018-05-23,Cuba,Freshwater Wetlands,Critically Endangered,Elizabeth Page,Property mind officer third service capital instead product often various alone town his.,2018,5,23
876,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.1,37.7,Juvenile,Male,2018-09-11,Congo Basin Countries,Swamps,Endangered,Craig White,Play structure down however activity.,2018,9,11
877,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.07,157.5,Adult,Female,2008-05-19,Nepal,Reservoirs,Vulnerable,Dr. Cody Kane,If yeah law enjoy key seat pretty method front you control game the sign lead.,2008,5,19
878,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.01,78.2,Adult,Female,2023-01-31,Cameroon,Swamps,Endangered,Scott Hines,As half politics who call dinner.,2023,1,31
879,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.69,132.0,Adult,Female,2014-06-23,Mali,Lakes,Least Concern,Brian Pierce,Call girl laugh network vote whom will consumer star those memory.,2014,6,23
880,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.98,178.7,Adult,Female,2007-07-04,Thailand,Swamps,Critically Endangered,Michael Parsons,Safe government over charge teacher modern song guy discover water most.,2007,7,4
881,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.05,77.0,Adult,Female,2014-10-03,Mali,Lakes,Least Concern,Brett Martin,Difficult us respond must western interest dark any wide husband hope miss instead.,2014,10,3
882,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.23,524.7,Subadult,Male,2017-03-05,Indonesia,Mangroves,Least Concern,Frank Griffith,A edge new find type party where arrive improve.,2017,3,5
883,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.03,118.1,Adult,Unknown,2021-07-27,Papua New Guinea,Freshwater Wetlands,Least Concern,Rodney Duran,Hospital city industry option eat go difficult.,2021,7,27
884,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.09,187.3,Subadult,Unknown,2023-05-28,Venezuela,Brackish Rivers,Vulnerable,Brenda Morales,Want charge kitchen public set action bring find.,2023,5,28
885,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.81,99.8,Juvenile,Female,2025-10-20,USA (Florida),Mangroves,Vulnerable,Mark Ruiz,Federal by sea lawyer audience without treat game evening write high through both.,2025,10,20
886,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.26,102.4,Adult,Female,2007-08-12,Mauritania,Oases,Least Concern,Kevin Walter,Serve different billion young owner out guy thank professor student white instead.,2007,8,12
887,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.06,49.3,Adult,Male,2022-01-23,Australia,Billabongs,Least Concern,Sharon Ramirez,Toward policy forget project economy ground actually.,2022,1,23
888,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.27,32.7,Hatchling,Unknown,2007-11-30,Laos,Swamps,Critically Endangered,Karla Willis,Opportunity program billion sit remain night study heart million understand him.,2007,11,30
889,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.21,77.3,Adult,Unknown,2023-07-20,Indonesia (Papua),Rivers,Least Concern,Leslie Leon,Offer brother shake guess pull tough instead hour.,2023,7,20
890,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.74,107.4,Adult,Male,2015-05-13,Indonesia (Papua),Lakes,Least Concern,Hannah French,Of mission vote spend physical sing protect agent note agency watch better turn soon rock support.,2015,5,13
891,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.79,718.2,Adult,Unknown,2012-09-29,Venezuela,Large Rivers,Critically Endangered,Robert Cooper,Everybody situation foot recognize play shoulder civil next tell possible scientist send.,2012,9,29
892,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.74,96.4,Adult,Unknown,2012-11-20,Papua New Guinea,Rivers,Least Concern,Carolyn Porter,Free pattern science structure.,2012,11,20
893,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.54,78.2,Adult,Male,2007-03-06,Australia,Freshwater Rivers,Least Concern,Ronald Garcia,Police fine market control him enter.,2007,3,6
894,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.35,89.8,Subadult,Female,2025-03-13,Guatemala,Rivers,Least Concern,Heather Shaffer,Senior where follow born ok training record night series Mrs huge.,2025,3,13
895,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.83,119.8,Adult,Unknown,2013-10-18,Papua New Guinea,Rivers,Least Concern,Christina Davis,Trip production system certainly future government card history suddenly save theory sometimes party wife food different step.,2013,10,18
896,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,0.61,44.6,Hatchling,Unknown,2008-11-12,Nigeria,Shaded Forest Rivers,Critically Endangered,Christopher Haney,Manager street work early difficult possible democratic.,2008,11,12
897,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.6,263.2,Adult,Unknown,2014-03-03,Indonesia (Borneo),Estuarine Systems,Data Deficient,David Smith,Low keep news your court control million hundred offer total hit end.,2014,3,3
898,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.54,593.9,Adult,Unknown,2013-09-25,Venezuela,Large Rivers,Critically Endangered,Helen Solis,Have tonight view floor ground when care team worry east Mrs can wonder six.,2013,9,25
899,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.8,27.7,Juvenile,Unknown,2015-05-06,Papua New Guinea,Freshwater Wetlands,Least Concern,Karen Edwards,Direction give reduce with start difference especially student least just opportunity ask yet against large practice time.,2015,5,6
900,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.72,225.8,Subadult,Female,2021-03-13,India,Lakes,Vulnerable,Michael Brown,Assume rest now water road require.,2021,3,13
901,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.02,70.2,Juvenile,Unknown,2021-01-12,Indonesia (Borneo),Estuarine Systems,Data Deficient,Michael Bender DVM,Product finally recent fight discussion sometimes meet imagine short woman only.,2021,1,12
902,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.1,514.5,Adult,Unknown,2019-02-11,Malaysia,Coastal Wetlands,Least Concern,Tricia Brown,Onto simple audience as including claim create woman similar writer structure ahead.,2019,2,11
903,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.76,57.8,Adult,Female,2014-04-06,Guatemala,Rivers,Least Concern,Monica Rivera,Watch off we hold imagine.,2014,4,6
904,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,1.22,54.4,Juvenile,Female,2012-06-01,Pakistan,Reservoirs,Vulnerable,Brenda Cooper,Find concern involve edge before employee customer.,2012,6,1
905,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.84,639.9,Adult,Male,2017-09-25,Malaysia,Tidal Rivers,Least Concern,Matthew Miller,Sell model after paper word arrive health collection white more above his agree toward nor.,2017,9,25
906,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.89,77.0,Juvenile,Male,2018-02-08,Guinea,Swamps,Critically Endangered,Tina Lopez,Marriage movement wish best raise choice hear computer key suffer sign medical sport knowledge performance.,2018,2,8
907,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.6,Subadult,Female,2016-09-27,Liberia,Small Streams,Vulnerable,Stacy Leon,Southern find fact give Congress million too marriage page.,2016,9,27
908,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.16,404.5,Adult,Unknown,2022-09-14,Venezuela,Large Rivers,Critically Endangered,Tamara Pace DVM,Story six want protect assume east center whether make some among around word lose.,2022,9,14
909,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.08,86.9,Adult,Unknown,2025-02-22,Cameroon,Forest Rivers,Endangered,Mary Webster,Better mind professional fly month offer mother hour national cut fly language cup want.,2025,2,22
910,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.13,765.1,Adult,Unknown,2017-01-23,Australia,Estuaries,Least Concern,Jeffrey Miller,Make focus machine home marriage skill expert range.,2017,1,23
911,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.8,7.7,Juvenile,Male,2018-08-31,Liberia,Small Streams,Vulnerable,Ronald Lopez,Film onto too myself.,2018,8,31
912,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.34,79.4,Adult,Female,2015-06-01,Philippines,Ponds,Critically Endangered,Nancy Ferguson,Whom his goal.,2015,6,1
913,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.75,117.5,Adult,Female,2017-10-08,Papua New Guinea,Rivers,Least Concern,Samantha Sutton,School model condition he recognize treat better wear throughout Republican authority data deal.,2017,10,8
914,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.6,105.9,Adult,Male,2010-08-25,Belize,Lagoons,Least Concern,Alexis Weeks,Too break fact toward process trip former computer.,2010,8,25
915,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.27,88.4,Subadult,Unknown,2017-08-03,Congo Basin Countries,Swamps,Endangered,Darryl Lowery,And center east protect think institution now tell phone daughter these say evening real.,2017,8,3
916,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.9,126.3,Subadult,Unknown,2020-05-29,Guatemala,Swamps,Least Concern,Jason Ramirez,Stage major outside phone house receive last.,2020,5,29
917,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.47,86.4,Adult,Unknown,2020-01-27,Mexico,Rivers,Least Concern,Courtney Walsh,City social at Mr cold.,2020,1,27
918,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.89,49.8,Adult,Female,2019-08-29,Philippines,Ponds,Critically Endangered,Tina Espinoza,Expect expert talk end set house those dark beat suffer customer.,2019,8,29
919,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.01,155.1,Subadult,Female,2006-03-30,Pakistan,Reservoirs,Vulnerable,Amanda Mendoza,Director strategy continue several southern.,2006,3,30
920,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.76,137.8,Subadult,Unknown,2021-07-30,Sierra Leone,Shaded Forest Rivers,Critically Endangered,Luis Kim,Kind shoulder production mean window shoulder right analysis add check.,2021,7,30
921,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.53,120.8,Adult,Male,2022-07-10,Nigeria,Swamps,Critically Endangered,Danielle Thompson,Customer popular hospital check factor as contain create price keep the attorney early more news.,2022,7,10
